logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Het_82_d25_1	BC_Het_82_d25_2	BC_Het_82_d25_3	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
ANXA13	1.87038869646289	10.0039318212995	5.31964295324644	8.35572676339881e-05	0.00661375357057617	1.56713994902808	9.3799988313626	8.44094652357575	9.3852670642658	10.9040370499338	11.2004530397415	10.7128884189175
lincRNA:chr4:90548934-90641190_F	2.26315651746281	6.30293834445031	5.31079207340266	8.4980321900353e-05	0.0067002189208827	1.55034771864617	5.29727230273833	5.23296456921049	4.9838433852079	6.7860463450988	8.57760035065498	6.93990311379136
FGL1	2.11632075615154	8.38907280099139	5.30494074633768	8.59348615439315e-05	0.0067492174397856	1.53924092002472	7.23594123083578	7.24139430559562	7.51540173231548	9.10108034744666	10.4224052983619	8.81821389139293
lincRNA:chr2:216585154-216585719_F	1.73848142896507	8.48081463860271	5.297334049779	8.71923780660515e-05	0.00677552632572272	1.5247956817722	7.54992812669081	7.78779104872724	7.49700259694247	9.63594620586679	8.9068660918615	9.50735376152745
CES4A	-1.97084102692993	6.74445978550428	-5.29541819480844	8.75120943688152e-05	0.00677552632572272	1.52115629401804	7.67337766284869	7.48133721312523	8.03492602093381	6.01702449870847	5.00083984791376	6.2592534694957
GSTA5	2.07100350061567	11.6529502853648	5.29470925253248	8.76307094584104e-05	0.00677552632572272	1.51980945926192	10.7449170593241	10.4835871619177	10.623841383929	12.3078845783816	13.6292438714877	12.1282276571485
PATE2	1.66960764405415	8.99106691877362	5.2941264249975	8.77283485791981e-05	0.00677552632572272	1.51870216750198	8.06635769583752	8.29528053048067	8.10715106392146	9.70429099102638	9.65009949613094	10.1232217352448
FAM19A5	-1.78457855721117	6.26271275746271	-5.2928549983548	8.79417373372687e-05	0.00677552632572272	1.51628648441855	7.07119373778603	7.21690479736331	7.17690757305554	5.75719139392507	4.82295577211294	5.53112327053337
GC	-2.08618752492964	13.0918199167803	-5.28291099109343	8.96293247040571e-05	0.0068793901760542	1.49738608349831	14.6638327902268	13.2523016736506	14.4886065738579	12.4118216158201	11.6894592510648	12.0448975960614
TMEM132D	-1.83243786457214	6.32553830244327	-5.27962749795606	9.01938953260401e-05	0.00689659962638321	1.49114248226514	7.40556597966096	7.08590744142506	7.23379828310202	5.27149201269339	6.00764541431812	4.9488206834601
A2M	2.2663462885424	9.09950418900302	5.26470579668396	9.28063095582306e-05	0.00706967763375349	1.46275170469537	7.84784669766707	8.12030358863386	7.93084284789452	9.70337043388918	11.4060631181326	9.58859844780085
ENKUR	-1.65216927979335	7.51461201445361	-5.24041690013987	9.7227383970874e-05	0.00737872090412667	1.4164791366402	8.15325274141499	8.58951745820311	8.27931976343276	6.88193254457037	6.53877476652168	6.64487481257875
TCEAL7	-1.67986221271814	6.58000746619363	-5.23108356207257	9.89836897751752e-05	0.0074839794996805	1.39867883387654	7.62002909315357	7.6077323435816	7.03205428092292	5.85911030362848	5.67509683106068	5.68602194481451
CR627384	-1.78553874558238	7.45511908643908	-5.22716533574633	9.97307542069591e-05	0.00751243223976064	1.39120288914689	8.22637292114014	8.68770644519593	8.12958601135474	6.98381681133402	6.11691700956372	6.58631532004592
C20orf103	-2.3927620086074	7.98593892039991	-5.22413454247748	0.000100312616027689	0.00752827606877429	1.38541886224126	8.92425810530088	9.80012836517932	8.82257330363063	7.48000300943337	5.61578381835252	7.27288692050273
CD109	2.13558014401766	8.56800185365128	5.2220891498545	0.000100707280813856	0.0075300060189342	1.38151475478188	7.87151767248102	6.60609806779467	8.02301960465165	10.1267718430527	9.13651713434905	9.64408679957858
IGFBP3	-1.85930383588759	12.4695993997457	-5.21673563193665	0.000101747879350928	0.00757984293855827	1.37129388590889	13.5571095637234	13.2036560992449	13.4369882901001	11.9304584785274	10.846798208126	11.8425857587522
C5orf63	1.63781885509181	9.57143273773674	5.2131316733928	0.000102454662165158	0.00760453780019267	1.36441127153332	8.68720279867903	8.97000822270276	8.60035890919072	10.4083447403209	10.5705572635896	10.1921244919375
UNC93A	2.26246637245335	6.68561026078843	5.20583947060772	0.0001039003306499	0.0076825442542221	1.35048020903727	5.17424336958159	5.53945987029986	5.94942798380382	7.67539549900691	8.85216962424514	6.92296521779327
GSC	1.73071027358569	6.48363655356571	5.20283100065169	0.000104502886944268	0.0076825442542221	1.34473091567598	5.73376273085476	5.84908936252504	5.27199215693879	7.55678567872671	7.53364864406067	6.9565407482883
KCNJ8	1.67537929144714	6.3831328560083	5.20213373734848	0.00010464305454105	0.0076825442542221	1.34339826269731	5.65596633575338	5.40392340223712	5.57643989286368	7.50813270193421	6.84963474032584	7.30470006293555
KLF8	2.00117577493291	7.24667932600592	5.19626087533108	0.000105831390835551	0.0076933069092953	1.33217132755021	6.07313105874084	6.21793312670948	6.44721013016807	7.67241656158527	9.12842647344584	7.940958605386
C8orf47	2.03163602521477	11.6049888502045	5.19496725675501	0.000106095016483914	0.0076933069092953	1.32969779872075	11.0291490827365	9.6837949224715	11.0545685075833	12.8080216271952	12.3100398267633	12.7443591344771
FAM26F	-1.89245039966863	6.12413052499283	-5.19478466424828	0.000106132281533628	0.0076933069092953	1.32934864705157	7.18080489159926	6.76108659250758	7.26917569037459	5.49844661157906	4.46241029945388	5.57285906444261
THY1	-1.76048513913495	6.01937435503074	-5.19392289274426	0.000106308342032408	0.0076933069092953	1.32770072086079	6.56332229310972	7.38351598020385	6.75201250048106	5.23643787003191	4.83496618816517	5.34599129819271
GPX7	-1.58681940807681	5.47273558712153	-5.19174017438325	0.000106755625230703	0.00769818232757916	1.32352640363877	6.27314401020727	6.16599928990299	6.35929257336954	4.7525420455192	4.63433853007163	4.65109707365854
LINC00336	-1.74314280998117	4.6741780442257	-5.17336028474333	0.000110600084550753	0.00792378862057061	1.28835300427963	5.73376273085476	5.64876507716599	5.2547205396281	3.37047672939256	3.82851306480261	4.2088301235102
PPARG	-1.61062548702582	4.97136617486353	-5.17304931496087	0.00011066634652428	0.00792378862057061	1.2877575523118	5.88621351950884	5.7806971288778	5.66312610674269	4.30705695852097	3.93423724293967	4.25686609259124
MSRA	-1.64471330302882	10.5685682148035	-5.13975299554695	0.000118004052693027	0.00839138455118145	1.22393356897694	11.4063020003268	11.4169600616963	11.3495125369307	9.99267347935628	9.36138647981561	9.88457473069543
SEMA3C	-1.62773744352892	4.8111056434856	-5.13966016579845	0.000118025198494138	0.00839138455118145	1.22375544240352	5.75087352056258	5.48153719076699	5.64251238442061	4.30452379794828	3.79547156362521	3.89171540358991
LOXL4	-1.71332761720109	8.69490667425922	-5.13678631622556	0.000118681776834003	0.00840856239156433	1.21824044006924	9.47494465545912	9.67464743828607	9.50511935483411	8.12680127903246	8.07028326240319	7.31764405554038
NOS2	3.73667178837602	9.19982176827981	5.12836880705756	0.000120626699012548	0.0085165811919556	1.2020813182536	7.59800878484356	6.7955126743243	7.60093616310754	9.93944056622774	13.5826233208802	9.6824091002955
lincRNA:chr8:128301944-128335397_R	1.74164818493885	4.55177886084749	5.11607216224342	0.000123527303328792	0.00869108940052538	1.17846024748167	3.19678188360829	3.8125586567818	4.03352376474409	5.11265803938091	5.48700359955532	5.6681472210145
CDKN1C	1.68908118721806	15.2316708671856	5.11412884856859	0.000123992255331422	0.00869361615841041	1.17472562354401	14.3055879804372	14.4304902806005	14.4253125596921	15.8570406179526	16.5731875874392	15.7984061769922
lincRNA:chr3:171506370-171528740_R	2.0468627827078	7.17170096815109	5.10879080106114	0.000125278748481543	0.00875352855338451	1.16446476248835	5.88345390394518	6.35574532339328	6.20560950305313	7.99763266071054	9.12266282855673	7.46510158924772
C11orf70	-1.75029487135109	8.90180753368984	-5.07478030048479	0.000133805782857189	0.00931720473551624	1.09901054681785	9.73347584195154	9.50478708140164	10.092601984743	8.11495900466912	7.52491489701782	8.44010639235595
HOXA10	1.59786929846033	8.69446970824994	5.05280574483985	0.000139631925316928	0.00968959487224973	1.05664799216884	7.68016615181033	7.95280848069868	8.0536305445503	9.58629196958804	9.2363733554029	9.65754774744937
SERPIND1	-1.76000980195834	9.59714424471695	-5.04954445150445	0.000140518657107435	0.0096953605174906	1.05035609984131	10.341984383992	10.7462714971101	10.3431915559863	9.24767710750494	8.19438700797814	8.70935391573027
LOC150622	1.62539030122295	8.36369768429325	5.04898276424898	0.00014067196328985	0.0096953605174906	1.04927233342471	7.52571474081423	7.37910136456846	7.74819149566265	9.28269818750864	8.82945701452304	9.4170233026825
PDK3	-1.62192685611347	9.78462131565696	-5.04254398554454	0.000142441738542692	0.00978405745115449	1.03684621515207	10.6536433630253	10.482956168976	10.6501546991398	9.20576324244026	8.57942075306154	9.13578966729889
MAGEA6	1.54989045923685	11.6853415470953	5.03767099916003	0.000143796404681346	0.00984373833803419	1.02743872604321	10.7706967559733	11.0312921988649	10.9291999975924	12.5413242158543	12.3467851113988	12.4927510028882
A_33_P3406090	-1.85954859061329	7.9308740715116	-5.03059219183483	0.000145788008860756	0.00994647280655053	1.01376795531555	8.78136225785659	9.2515687810125	8.54901406158563	7.37034388604114	6.29381432582345	7.33914111675028
IL20RA	-1.60276329100096	7.45061137622447	-5.02079479219588	0.000148591555992389	0.0101037271780999	0.99483750437433	8.15759302570083	8.04943463836977	8.54895140110423	6.86200125968357	6.46110681160802	6.62458112088038
LARGE	-1.75567557591246	8.65409808893806	-5.0101219306829	0.000151709006245158	0.0102812026539988	0.974203034429008	9.67145308362081	9.18083507678023	9.74351947028183	8.03759605745273	7.19656435973272	8.09462048576005
SSPO	-1.56791932425949	7.9297304794962	-5.00183575927275	0.000154175812109721	0.0104135482692643	0.958173971076716	8.58952030264297	8.89755072201057	8.6539994002243	7.23589344189477	6.91118725552378	7.29023175468082
SMOC2	-1.54332585599434	4.84696856152782	-4.99311271685952	0.000156817421469187	0.0105567820971101	0.941291417253433	5.47353021705847	5.71169642573853	5.67066782577797	4.06994343900327	4.22381907865282	3.93215438293586
COL4A5	1.58943298106313	13.4262769996109	4.97780356943334	0.000161566955494258	0.0108405007257621	0.911641424463226	12.7307830402375	12.5141229539948	12.6497755330058	14.2260978545335	14.5319156545752	13.9049669613188
GALNT5	2.0454098705394	7.94514276709648	4.97241413966297	0.000163274079736565	0.0109188867250892	0.90119719490757	7.39312893358999	6.36180076727164	7.01238379461869	9.70183378959956	8.15721549641538	9.0444938210836
LOC100128979	2.01723619083414	5.58585256905871	4.96340780188656	0.000166168508101956	0.0110758963147038	0.883736491383879	4.72747702469568	4.93267332049451	4.07155307573475	6.29791308644149	5.99517899401903	7.49031991296683
lincRNA:chr5:126370776-126381926_R	1.86692636524245	7.07546066054754	4.95413884909867	0.00016920262123093	0.0112046728440708	0.865757238985089	5.90519075895081	6.83402931475543	5.68677236007269	8.40118759612816	7.53364864406067	8.09193528931746
CCL14	1.51245467855623	7.82181477067276	4.95412732177142	0.000169206429960306	0.0112046728440708	0.865734873171187	7.10382696939096	7.110747610968	6.98218771382498	8.50342528235904	8.57496929926571	8.65573174822789
LINC00355	1.67445697126782	9.6932504548616	4.95033288719414	0.000170464960134875	0.0112512426293582	0.858371950139762	8.74321412768082	8.60490353251231	9.21994824748993	10.087369152419	10.7392990804985	10.764768588569
PCDHGB1	1.5292015498369	7.51906192490507	4.94601874970957	0.000171907595194684	0.0113096220825646	0.849998635985674	6.8235274413552	6.84218995755221	6.59766605105246	8.2398433829289	8.1708620146143	8.44028270192738
lincRNA:chrX:45645408-45645654_R	-1.57416272806192	10.0813557802185	-4.93545072989179	0.000175494934030214	0.0115082648810817	0.829478495111672	10.6732271270876	11.0597482690782	10.8723360365824	9.17299433847168	9.11136593808058	9.59846297201026
MRVI1	-1.59943463212558	8.3001161253664	-4.92373772496168	0.000179561228240681	0.0117369327994868	0.80672080567564	9.17065586996537	9.0929696630886	9.0358747912336	7.6434518385512	7.79051994419281	7.06722464516682
C3orf15	-2.28443738234124	6.45548726409053	-4.91146827438075	0.000183924945652371	0.0119835085972797	0.782865934901886	7.58064592723343	7.70929450142019	7.50317743712981	5.71043640574233	6.24520627830599	3.98416303471141
SV2B	1.84134158135964	12.076067459688	4.90351085587311	0.000186813346563686	0.0120872567171019	0.7673860028777	11.220664897476	10.9767372703753	11.2687878391732	13.4344020289976	12.1574768890041	13.3983358331017
ELMOD1	2.0754356779341	7.82344530688021	4.90263945128733	0.000187132477684088	0.0120872567171019	0.765690403848618	6.96321471261027	6.89439412703248	6.49957356409672	9.75538070407256	7.84493475909164	8.98317397437757
COL4A6	1.50784249565201	10.57611780438	4.90216397743588	0.000187306845440952	0.0120872567171019	0.764765181381438	9.89292544610417	9.7402217675849	9.83344245597288	11.4883521166648	11.2033060970213	11.2984589429319
CLDN1	1.66318093285415	9.78460252519169	4.89082445951021	0.000191515298687118	0.0122880501769795	0.742692453037532	8.96016317014478	8.85041346730535	9.04845953884371	10.4854603508063	11.174302031936	10.188816592114
MAGEB2	1.61396381785199	8.3557817177048	4.89051569999601	0.000191631241964443	0.0122880501769795	0.742091249776493	7.76407699600135	7.6679090317208	7.21441339861425	9.52562719152465	9.04639534128872	8.91626834707901
GBP2	1.63211238232137	5.31749710305296	4.8878115786567	0.000192649770301847	0.0123143920997676	0.736825464424617	4.66588837835944	4.38129238085524	4.45714197646215	5.77715828909952	6.63034343957511	5.99315815396631
lincRNA:chr1:201604354-201606516_R	-1.58403980907788	6.74240958637453	-4.88180165493165	0.000194933474090846	0.0124211854890026	0.72511942801548	7.58714708908183	7.87882204087633	7.13731934278224	6.03442304471105	5.85176842668906	5.96497757410666
XG	1.54223256965258	7.40277615668741	4.87267087471403	0.000198456568726772	0.0126060359000332	0.707327264746024	6.54994466820306	6.64117882137939	6.7038561260009	8.50462519429697	7.96298187452275	8.05407025572137
CTSC	1.55507417170753	6.6018796173813	4.86457019440562	0.000201637092126275	0.0127680387429835	0.691534934293374	6.02028306087997	5.68189035123737	5.77085418246527	7.60937491190577	7.47062363992243	7.058251557877
ENST00000432377	-1.6950549998499	5.02867719281052	-4.86038829614668	0.000203299505174987	0.0128332020976971	0.683379579008561	5.8931036338193	5.7496508426866	5.98585960170051	4.70888093412979	3.58521577028525	4.24935237424166
GSTO2	-1.6061223395434	7.89236492788014	-4.85532767089956	0.000205330125344295	0.012921131459166	0.673508102776129	8.79875571156365	8.5709886444825	8.71653393690936	7.51455410811044	6.66209469354913	7.09126247266573
FAM155A	-1.94841495065989	9.27384871071908	-4.84317011402526	0.000210294252543155	0.0131925462516469	0.64978204958105	10.3421846890504	9.69468570130547	10.7072981677912	8.63882656116126	7.46666549152101	8.79343165348513
NDRG4	-1.56854094090363	11.6692087904566	-4.82187825150854	0.000219287859167902	0.0137142897849358	0.608192832203964	12.2957742808542	12.8124783255637	12.2521851763073	10.9079508049133	11.1112060545827	10.6356581005182
SLC7A8	-1.6954775004487	11.7596925051828	-4.80794657749772	0.00022538597747717	0.014052295574215	0.580954857901909	12.5800992527832	12.6510259123073	12.591168601131	11.3531004416312	10.225715323903	11.1570454993411
C3orf80	-1.77266283956178	9.16033399915771	-4.80205526619094	0.000228016949201529	0.0141727222137135	0.569430703427146	10.2009352271219	9.7446755737754	10.1943854559185	8.88566334506823	7.58043791517395	8.35590647788828
PNMA6C	-1.76656532441449	7.72498622266028	-4.79827625105384	0.000229721219206579	0.014234987965697	0.562036605056332	8.55033751410561	8.80751555181704	8.46695358867992	7.16464541091813	6.06264115998212	7.29782411045884
MID1	1.66251282326481	5.29627427654775	4.79131358026654	0.000232895665788886	0.0143876977923177	0.548409498951544	4.73338253454748	4.30690835988936	4.35476270030919	6.42987748484517	6.41935110123929	5.53336347845598
DCDC2	2.20952471371938	8.80394709993958	4.77793746543751	0.000239121401359675	0.0147274071603377	0.522216453380155	7.77461570645689	7.46859400113269	7.85434452165009	9.55029307078668	11.2020204146059	8.97381488500521
FAM162B	-1.85074946213822	10.4523106526936	-4.77309240308143	0.000241418488111258	0.0148238267412073	0.512724432444275	11.6056824237498	11.0167901774811	11.5105835500571	10.1068151319433	8.68307565809785	9.79091697483216
LPCAT2	1.68310862753466	5.1488747532026	4.74624159150171	0.000254566580998023	0.0155517680293047	0.460078258726645	4.19729890705807	3.75828319509788	4.96637921614988	6.06719037274756	5.91018139084765	5.99391543731459
KIF25	1.55242969009939	5.56337904984104	4.74576078514646	0.000254808615986239	0.0155517680293047	0.459134895023945	5.19759826666255	4.48789271183719	4.67600163587428	6.27081038430772	6.54373433589299	6.20423696447148
RGS9	-1.83882706556752	12.2375722796584	-4.74173722094538	0.000256843351163761	0.0156288793532471	0.451239590038909	12.940872218189	13.5089962199651	13.0210889991724	11.6864399297591	10.4534748461034	11.8145614647613
TMEM61	-1.55569202411245	11.921496477032	-4.71118874842359	0.000272847011854052	0.0165529910215528	0.39124383273575	12.7387418052491	12.4333585979287	12.9259270640867	11.1819846180677	10.7671579459522	11.4818088309073
ZNF132	-1.47154600743116	7.04570806815296	-4.70620179145628	0.000275555303971745	0.0166673944011328	0.38144111828101	7.70162126501887	7.6898162451555	7.95300570543124	6.54000164810368	6.16294637902748	6.22685716618097
DNAJC22	1.704876572318	8.63994378593455	4.70046508261843	0.0002787049604326	0.0168077339679934	0.370161693242433	8.04320245296757	8.06926211328509	7.250051933074	9.79593943782355	8.940656711927	9.74055006653012
PITX2	1.64176215575068	13.4246804872734	4.69190706747942	0.000283472522844976	0.0169664745269853	0.353329230451951	12.8920188612456	12.0140231132234	12.9053562537253	14.5096192743175	13.9423083737801	14.2847570473487
lincRNA:chr3:177286803-177346072_R	1.64847700901058	5.26700337876011	4.69083601495115	0.000284075064024387	0.0169664745269853	0.351222124698324	4.66588837835944	4.62888247966093	4.03352376474409	6.53389798021781	5.58418053655073	6.15564713302767
WSCD1	-1.92039068207923	5.32890524006667	-4.69045692918032	0.000284288641139319	0.0169664745269853	0.350476314684996	6.56266313667304	5.46121249046132	6.84342611618451	4.77482828284521	4.61001721277902	3.72128420145696
ENST00000390237	1.8480113306532	6.84258906555551	4.68975164039934	0.00028468644026921	0.0169664745269853	0.349088699526291	5.6733310130716	6.74063451324897	5.34178467436615	8.05172297625393	7.27820773677911	7.96985347961327
KITLG	1.65753804668883	6.49527710008296	4.68587412493338	0.000286883685278389	0.0170472847941231	0.341459070271187	5.63552539594813	5.59055623788165	5.77344259638588	7.30789065632303	7.93520877489367	6.72903893906543
LIPH	1.57792108818381	7.40027336083779	4.67763648463689	0.000291609658451028	0.0172774459333134	0.325245496148142	6.6695094069498	6.62809744715206	6.53633159613581	8.13336922843238	8.7045213241053	7.72981116225141
PPP1R3F	-1.57542849163045	10.919509806846	-4.66598362397137	0.000298431914199864	0.0176301045989266	0.302299118425561	11.4984712085097	12.0083757422203	11.6148252072537	10.2576097413353	9.66443279069983	10.4733441510572
PGAM2	1.56552919274806	11.1063204806268	4.66418498616892	0.000299499452337819	0.0176340302559762	0.298756180258525	10.1535321701646	10.855262333828	9.96187314876563	11.7800596487696	11.9046191411678	11.982576441065
LOC100131000	-1.54460187626647	7.83685147306934	-4.66294301831471	0.000300238880635236	0.0176340302559762	0.296309589420543	8.37822079569572	8.71700579924555	8.73223063866646	7.35704820733366	6.61143152384883	7.22517187362582
Q6TXG5	1.96796097591754	4.68715002422999	4.65906941579986	0.000302557165383039	0.0177188319137472	0.288677941480475	3.8019859769229	4.45714197646215	2.85038065542862	5.73497252045379	6.20615739538916	5.07226162072334
RFTN1	2.21310307766889	5.9919777714179	4.65703234538894	0.000303783684245243	0.0177393913367762	0.284664013219433	4.9915570759152	4.9887199859609	4.67600163587428	6.57932764479564	8.48940311978044	6.22685716618097
VCAN	1.78583670812497	11.1431321286492	4.65553802413751	0.000304686659586023	0.0177409936298609	0.281719296726281	10.2976425721133	10.11549891189	10.3374998397569	11.6209291027442	12.9359978731617	11.5512244722293
HSPB9	-1.46339917685751	7.85094885470688	-4.63352025525723	0.000318315448005088	0.0184814496358943	0.238307222705412	8.48597614733755	8.79804029675981	8.46392888530954	6.87334379603257	7.31272796013857	7.17167604266323
XLOC_004323	-1.49284890968955	8.42431835648833	-4.62950950999677	0.000320864672857936	0.0185762310460581	0.230394546055666	9.02294663117317	9.52920282774945	8.96007897507669	7.8657393092267	7.68112663986558	7.48681575583838
GSTA2	2.03775106059402	10.4397310436004	4.62758675697448	0.000322094193883815	0.0185942867540391	0.22660068951518	9.54174041982899	9.18786690259154	9.53295921748964	10.7026478414162	12.6633468633954	11.0098250168806
XIST	1.42148726907089	8.33924261346476	4.6240060546368	0.000324396808950343	0.018620358942722	0.219534581755421	7.47443033206642	7.72313981429684	7.68792679042469	9.04726436892971	9.13889298181502	8.96380139325588
C1orf173	-1.53368096826282	5.89079956277507	-4.62284863429012	0.000325144710108555	0.018620358942722	0.217250297764975	6.48778074462903	6.77303166718091	6.71210772890948	5.61289137337296	4.86023888352958	4.89874697902843
CDH16	-1.56514190636517	7.790082878315	-4.62215716554488	0.000325592367146696	0.018620358942722	0.215885558053504	8.32724767743785	8.87867739212715	8.51203642492774	6.69166239355722	7.48284549500317	6.84802788683685
P2RY2	1.47782094033224	7.03007886276249	4.62118694051123	0.000326221557748917	0.018620358942722	0.213970569526587	6.38681697558516	6.47859952620422	6.00808867599974	7.81099073958103	7.97221975007102	7.52375750913378
GAD2	-1.54209661925122	10.3220091792671	-4.60938389294554	0.000333976515126682	0.0189011401714623	0.190667472787909	11.0635700999724	11.1955049492343	11.0200974174714	9.90727047465198	9.02670922791117	9.71890290636127
LOC401022	1.95948629854082	6.14632328235428	4.60795006971124	0.000334931380624635	0.0189011401714623	0.187835788093844	5.12894693686711	5.1337245798037	5.23706888258082	7.9356958265777	6.00764541431812	7.43485805397826
C15orf48	-1.83842947758641	12.0970946176514	-4.60758279591262	0.000335176419767039	0.0189011401714623	0.187110422722935	13.4853015755828	12.130312245968	13.4333142477829	11.5548996582631	10.7377006940808	11.2410392842306
DFNA5	1.54240566869876	7.52925601187455	4.60738308206362	0.000335309742819189	0.0189011401714623	0.186715983051781	6.89422138578587	6.88863070564585	6.49130744114379	8.56474137506497	8.51357029211749	7.82306487148934
SLC1A3	2.28919090889569	7.3379386831677	4.6066423762878	0.000335804691394483	0.0189011401714623	0.185253040358996	6.07228238106595	6.57333362685985	5.93441367823378	7.94638490631564	9.94458345771671	7.55663404881429
SPINK4	-1.86015707324636	10.8126659599712	-4.59692199337518	0.000342369873419655	0.0192172873825553	0.166050144926113	12.2122957623711	11.0142763707041	12.0016613567079	10.3126407734564	9.15466187439452	10.1804596221931
PROM1	1.48445518033497	10.3398996192726	4.59090500221168	0.000346499616018899	0.0193722466046546	0.15415923611024	9.84151405503956	9.18756711857682	9.76393491369885	11.1921570609355	10.9722916599836	11.0819329074011
lincRNA:chr1:9206863-9241488_R	1.55726545232727	5.99263493637376	4.59011926351943	0.00034704266483194	0.0193722466046546	0.152606207927184	5.65848869795402	5.11135440040733	4.87216353226901	7.0400046093973	6.84348220051566	6.43031617769922
GAS8	1.41139044164803	10.4014770053285	4.57760936158032	0.000355807219974977	0.0198069277427279	0.12787288747901	9.62071218834101	9.72355561953287	9.74307754563953	11.2812785094184	10.9488435939862	11.091394575053
MCOLN3	-1.61042734573115	5.97989693326644	-4.57337524934483	0.000358824835956518	0.0199201853451697	0.119498551910758	7.04680844460032	6.31617915838959	6.99234421540614	5.54554296314787	4.68698133668842	5.29152548136631
LOC285548	1.41423830749407	7.99648995326374	4.56780359688854	0.00036283574267338	0.0200878159939637	0.108476441262995	7.18797826968027	7.41744469628898	7.26268943258086	8.83434651904847	8.51730335765788	8.75917744432596
SLC39A4	-1.93545434472024	11.147478921626	-4.55477177375711	0.000372397561903072	0.020561013070414	0.0826858886820032	12.1407541350271	12.239898311368	11.9649658355633	9.42926469087169	11.3031794140852	9.80681114284085
NRG3	1.48511238707329	5.45134933617773	4.54821327513953	0.000377307064484495	0.0207647281433515	0.0697008747674461	4.38612966579299	5.04798369316228	4.692266068968	6.43739824952918	5.97742514351332	6.16689319610063
LOC100507203	1.39231690797904	10.2794076472201	4.54711358146594	0.000378136736164275	0.0207647281433515	0.0675232623145439	9.53744526719725	9.66923445794612	9.54306785454849	10.89560629776	11.0990283100298	10.9320636958392
MYOZ1	-1.45610450111901	5.4028046644508	-4.54041718817368	0.000383229403675766	0.0209643414278861	0.0542608771139506	6.30640138931801	6.33747646407544	5.74869289163748	4.70888093412979	4.7563598530271	4.55901645451701
XLOC_006009	1.49922827353271	6.57736423651933	4.53961910496441	0.000383841024021406	0.0209643414278861	0.0526800014865909	5.79234570892801	5.46121249046132	6.2296920998696	7.47342214753614	7.0917269288104	7.41578604351054
LOC338817	-1.44677616630683	5.65005129009212	-4.53177573044481	0.00038990538127745	0.021238313819422	0.0371407008823237	6.08425544045121	6.42852272624878	6.60753995303662	5.09542978010127	4.70888093412979	4.97567890658507
lincRNA:chr6:30277570-30278228_R	-1.44662757897853	9.86773300476178	-4.52691935204184	0.000393709383628717	0.0213880247733745	0.0275166792657418	10.6009364994384	10.5844752766043	10.5877286067104	8.82778821351798	9.11073270926975	9.4947367230298
CALD1	1.3934109725898	12.881265143146	4.52544446796557	0.0003948721737672	0.0213938365161625	0.0245934741282765	12.1132380513881	12.1153781638562	12.3250627553089	13.6533736964231	13.6409598473713	13.4395783445284
POLD4	1.38660815308043	13.1846438144156	4.52327966951796	0.000396585265361618	0.0214293526187266	0.020302541047962	12.5818081217333	12.4841892274686	12.4080218644241	13.851614060306	13.7831819544447	13.9990476581166
FLJ43390	-1.75259523652711	6.65918613490131	-4.51401304191708	0.00040400482487174	0.0217722068254683	0.00193044261302155	7.61532512405474	7.4741498736402	7.51697626179966	6.47049295926007	4.88807146403348	5.99010112661971
TMEM35	1.44239948681532	9.15841531552473	4.51107401527622	0.000406387619373931	0.021842526077915	-0.00389796308293988	8.54141081028426	8.25110562198115	8.5191302840858	9.83387959126584	10.1954061201165	9.60955946541486
C21orf96	-1.6041514796454	7.97778445725744	-4.50531372408217	0.000411099584285294	0.0219913253337993	-0.0153232743194867	8.67223864428572	9.15037260478249	8.5169693421722	7.58308860585898	6.57419977802855	7.36983776841669
INSIG1	-1.55484043219491	11.7769864036287	-4.50503782761914	0.000411326669373239	0.0219913253337993	-0.0158705715315799	12.6179832184759	12.6365048938986	12.4087317468039	11.4195396659793	10.3938780515527	11.1852808450617
CCNO	1.60011833290526	8.84026801791895	4.49800025876863	0.000417162805548018	0.0222446577074197	-0.0298331069986455	7.89830775559675	8.530322662147	7.69199613665521	9.8863597331884	9.12621965316766	9.90840216675868
CDHR5	-1.39354704811727	6.60870911232583	-4.49534107020383	0.000419390044764374	0.0223047256615761	-0.0351099724634816	7.26084268543378	7.48939679946289	7.16620842425672	5.7953079158322	6.04809061742544	5.89240823154392
ICAM2	-1.47545075561945	8.05897909455346	-4.49024056816026	0.000423696185548693	0.02247475342349	-0.0452329361976247	8.58262977041892	8.89233495067844	8.91514869599221	6.9793595255872	7.7295204063674	7.25488121827662
CD200	-1.77004406858582	10.509761012183	-4.48809169481288	0.000425523922380198	0.0225127708595038	-0.0494984244794843	11.4413180727179	11.269830132684	11.4732009340258	10.2694840393518	8.67457634531035	9.93015654900817
PALMD	1.63074852732319	6.88616455414693	4.48091702003578	0.000431685080661557	0.02277925726418	-0.0637427204632894	6.2972580667667	6.03048721376713	5.88462559092217	8.27550459931896	7.0081871765687	7.82092467753792
DLX6-AS1	1.43848643456154	6.27588242108683	4.47690935618938	0.000435166299115578	0.0228470168147101	-0.0717011346293512	5.21712230094577	5.53945987029986	5.91333544017253	6.94220939901293	6.98473244732893	7.05843506876092
lincRNA:chr21:35304330-35365980_R	-2.0542088195978	5.17783953186426	-4.47640411508177	0.000435607207681609	0.0228470168147101	-0.0727045313999222	7.25781605061275	6.26914119456472	5.08787457981201	3.68670286592764	4.36700643080117	4.39849606946728
