logFC	AveExpr	t	P.Value	adj.P.Val	B	BC_Hom_120_d25_1	BC_Hom_120_d25_2	BC_WT_d25_1	BC_WT_d25_2	BC_WT_d25_3
lincRNA:chr10:67332969-67346819_F	1.88644647019494	7.95962030913095	5.02578282282356	0.000137956547330933	0.0105313193880339	1.0787041915892	7.00713611186672	6.64836874216126	8.67141744322818	8.69257150754574	8.77860774085285
IFT27	-2.04236279679201	9.02630284145006	-5.02465897665236	0.000138262422190008	0.0105313193880339	1.07651129418177	10.3482943056107	10.1551467334398	8.27799665365586	7.67703291531483	8.67304359922909
PTGER4	-2.34951369527407	8.11625598509283	-5.0120537766998	0.00014174141785893	0.0107280927640886	1.05190577387464	9.61433895134023	9.43758945317432	8.01011101157586	6.27253424151075	7.24670626786301
C17orf57	1.91237722442468	4.55592699342731	5.01127742517775	0.000141958615096271	0.0107280927640886	1.05038974379317	3.38334968982799	3.43365162771701	5.1952776983914	5.64226092815596	5.12509502304418
lincRNA:chr18:37236595-37243620_R	2.0285983100462	7.07648174170676	5.00982556650429	0.000142365717436076	0.0107280927640886	1.04755442808344	5.84068507705985	5.87796043429824	7.75822838565065	8.43886932000408	7.46666549152101
MAGEB2	1.95446537273542	8.38097747753663	5.00648780567234	0.000143306195936866	0.0107606691452593	1.04103526693225	7.40605971937461	7.01053678841614	9.52562719152465	9.04639534128872	8.91626834707901
MOXD1	-2.02256432711697	6.54190358102677	-5.00318724088037	0.000144242489129366	0.0107793436158423	1.03458753451376	7.51718336393985	7.99370099065405	5.41908343601923	5.55269294833976	6.22685716618097
A_33_P3213518	-2.3975204580078	7.57820025771459	-5.00202736034479	0.000144573014729597	0.0107793436158423	1.03232139216468	9.07380892466628	8.95961614037225	7.10170249414945	5.55269294833976	7.20318078104519
A_33_P3210857	1.94646057539926	7.70716802532225	4.99199721303825	0.000147464009250632	0.0109243934909778	1.01271853702908	6.69162973767189	6.3869536224935	8.71676089114662	8.095542401662	8.64495347363724
HOXA5	-1.93342664692981	9.63718467006477	-4.99170112647823	0.000147550249748272	0.0109243934909778	1.01213969790735	10.7950064542408	10.7994748622045	8.97007833799461	8.47665232960713	9.1447113662768
DEFA6	1.86112423226892	8.15921857347355	4.97523047621149	0.000152430375534229	0.0112463874631962	0.97992489799081	7.10198382020401	6.98310424802038	8.73468201034032	9.02803151895523	8.94829126984781
MAGI2-IT1	-2.11797604101286	6.12722691678685	-4.97262159424426	0.000153218485095829	0.0112652827149451	0.974819470263432	7.47320468409029	7.32282039869884	5.73497252045379	4.55244403235156	5.55269294833976
HDX	-1.93269086995406	5.71914318083524	-4.96169866213312	0.000156563997645672	0.0114714278551803	0.953435846323203	6.86463795655975	6.89287744905561	5.2229973372185	5.08711687911008	4.52808628223229
FBN1	-2.18945490257206	5.28808152775177	-4.94930688196939	0.000160450616589224	0.0117156614009545	0.929160937015438	7.18469538007519	6.01881355851482	4.32257275503964	4.0127262157937	4.90159972933548
SLCO3A1	-1.84831730098933	7.39145218356902	-4.94291184104863	0.000162495113463968	0.0118241719161495	0.916626839079925	8.37266335503024	8.628221773295	6.55336160047753	6.65802450574106	6.7449896833013
AKT3	-2.59451598753523	8.12195333588316	-4.93963665119388	0.000163552558810466	0.0118603610712727	0.910205848963653	9.72499984185946	9.63232601494914	7.85252573232314	5.78254829558466	7.61736679469941
MAGI2-AS3	-2.17324010165857	7.7625324971007	-4.92859911964163	0.000167168650104268	0.012081215583474	0.888558328760067	9.07208851322933	9.06086460296235	7.48054762489444	6.07715207556756	7.12200966884983
TMEM132C	-2.02380555387193	5.1949984164222	-4.92520638120597	0.000168296628754706	0.0121213643329282	0.881901643051293	6.42087558653641	6.39768791095432	4.56120062740446	3.77683413277617	4.81839382443967
LMO1	-1.92955747441016	7.75423661860036	-4.91436537990744	0.000171953710026023	0.0122916384419405	0.860622928175913	9.02299149952881	8.80095070696409	7.25451853365837	6.5454196444998	7.14730270835071
IGFBP3	-2.0628399892421	12.3650834774987	-4.91402870656811	0.000172068583249632	0.0122916384419405	0.859961905249718	13.6270706419717	13.5785043001163	11.9304584785274	10.846798208126	11.8425857587522
CYP4V2	-2.04963854486251	4.72747847951172	-4.91305223945049	0.000172402201523321	0.0122916384419405	0.858044645893193	6.40914319216139	5.50538002069706	4.33193703654977	3.63685075540397	3.7540813927464
lincRNA:chrX:55936225-56241400_F	2.01947293973801	7.52619090156064	4.90830554518465	0.000174033457708138	0.0123663035804357	0.848723232972181	6.52720984957097	6.10180442586469	8.45501843871091	7.78118913930435	8.76573265435226
SERPINA11	1.96794244636821	7.15942122198211	4.90313484783025	0.000175828511378371	0.0124520693258763	0.838566456930312	5.7786565433675	6.17865496495486	8.42263715562872	7.59590752064676	7.82124992531269
LOC100131000	-1.93930826865759	7.84027384239914	-4.89948558384564	0.000177106844067497	0.0125007914104308	0.831396522869799	8.85106820972601	9.15664939746138	7.35704820733366	6.61143152384883	7.22517187362582
LOC339260	1.84109991923753	6.10887832399227	4.88883752142834	0.000180891783081065	0.0127255266004703	0.810467594802688	5.04715778979936	4.96127895510015	7.07558295085293	6.77943642858816	6.68093549562078
CCDC102B	1.98233727016871	8.32527821741393	4.8843730815194	0.000182503370242691	0.012796386969831	0.801689127228604	7.35305429985401	6.9186974107714	9.48307781462043	8.60528442702807	9.26627713479574
UBE2E2	-2.2027576633352	5.73383516503885	-4.86048828815378	0.000191379752251352	0.0133744760855524	0.754688947432611	7.18700619767223	6.92397332840772	5.73497252045379	4.23232159232103	4.59090218633949
ENST00000359193	-1.98002216582355	5.88603511397747	-4.85786984648302	0.000192379490905064	0.0134001174997195	0.749532816149577	6.85576805216818	7.29232877477503	5.5504958473294	4.61001721277902	5.12156568283572
CPXM1	1.82984966157058	9.45049896789546	4.8370698317259	0.000200514315062482	0.013897796132603	0.708549242093182	8.24882073959281	8.45635760231341	10.3855358752868	9.96148311680076	10.2002975054836
FAM26F	-2.05244874116423	5.99888482162421	-4.83626249254224	0.000200837101137026	0.013897796132603	0.706957599629857	7.34667889678931	7.11402923585619	5.49844661157906	4.46241029945388	5.57285906444261
LOC100506178	1.90073781086506	8.31458114523264	4.83385513280842	0.000201802773799135	0.0139191326879371	0.70221117608716	7.22377329130987	7.12450362611733	9.44181663570544	8.648134594713	9.13467757831755
SMOC2	-1.80850397957559	4.79870722536089	-4.81961506513845	0.000207613387731242	0.0142734204065229	0.674123013788673	5.7684423385936	5.99917688761887	4.06994343900327	4.22381907865282	3.93215438293586
LRRC61	1.79909920313432	8.95835719479159	4.81500644968646	0.000209530530639579	0.0143586051336346	0.665028257412624	7.90732456846765	7.85047077735435	9.84869400758961	9.56311261278973	9.62218400775662
HOXA4	-1.85884557295832	9.64850192880233	-4.8019362166305	0.000215067211248541	0.0146822294898733	0.639223554225605	10.7418360509778	10.7857824941769	9.26429433147386	8.5799916621675	8.87060510521565
LOC730159	-2.72012868081019	5.75105900235363	-4.80060423691569	0.000215639828635211	0.0146822294898733	0.636592854660828	7.84229909327177	6.92397332840772	3.68670286592764	4.26819149460566	6.03412822955538
RGN	1.80495383071442	11.1189660100382	4.79656916386594	0.000217384084154592	0.0147499969717885	0.628622388616487	10.01045190257	10.0615355206491	11.8718361565413	11.6239265404979	12.0270799299328
lincRNA:chr4:16239127-16289577_F	-1.82155263341288	9.72108215464946	-4.79508729519389	0.000218028290539305	0.0147499969717885	0.625694852611201	10.7344003089438	10.8936271604506	9.10017157100007	8.7104862713199	9.16672546153295
LOC284219	-2.08900794857955	8.20961837467095	-4.78179586498243	0.000223894846082613	0.0150986412923546	0.599426986927137	9.48545354734	9.44059274029736	7.0118349316226	8.18724543630152	6.92296521779327
MYO16	-2.16543418153279	7.68656695807249	-4.77311281621126	0.00022781470799673	0.0153142109264468	0.582257284176946	8.99460770556388	8.97704722842045	7.30737755603179	5.89920926339829	7.25459303694804
FAM133A	1.89788608554257	5.15406300758934	4.77024532708547	0.000229124629807415	0.0153535254309241	0.576585543093024	4.30645153632097	3.72421117620663	6.04363020023651	6.16294637902748	5.53307574615512
CADM2	-1.86171096361232	4.37143700363419	-4.76579767702666	0.000231171722376766	0.0154418335057666	0.56778674180898	5.35282324387669	5.62410391972648	3.99361284830513	3.28650485333396	3.6001401529287
TMEM130	-1.87831085745645	11.7240022742195	-4.75326087242143	0.000237043653223237	0.0157842747075536	0.542974806295552	12.8933660148722	12.8086115625146	11.2707337783775	10.4943385199624	11.1529614953708
APBB1IP	1.79049641252501	6.49190840358924	4.74976224674957	0.000238709502766307	0.0158453721663842	0.536047870288038	5.47880024092577	5.35642087122271	7.41783239205382	7.20278102909577	7.00370748464814
lincRNA:chr7:45019225-45026731_R	-1.85702423245855	7.24922878495857	-4.72537947873753	0.000250658009361874	0.0165489615626951	0.487739854143612	8.36206462923292	8.36482201963448	6.9474372854184	6.16294637902748	6.40887361147956
HOXA10	1.78536281237618	8.77925923252963	4.72495355959271	0.000250872097361281	0.0165489615626951	0.486895505688568	7.66256123709	7.75352185311785	9.58629196958804	9.2363733554029	9.65754774744937
PRPH2	-1.80900292889555	6.08115758858795	-4.7227475874202	0.000251983935103064	0.0165706826888428	0.482522079487901	7.07186314332709	7.26125554852347	5.52021960163231	5.03001066204735	5.52243898740954
SCGB2A1	-1.89317285825994	5.10929951022771	-4.71628259021997	0.000255271595669158	0.0167349103352768	0.469702328592064	6.34867133758784	6.14173511277949	3.8983925318523	4.81960862387996	4.33808994503894
GATM	-1.78723760922775	9.46196492942329	-4.70953908376766	0.000258747819746489	0.0169104477874441	0.456326128208781	10.5003809125874	10.5682340773325	8.84528367940073	8.93455746248858	8.46136851530726
SP140L	1.85623306748465	6.67749424886437	4.6907660699739	0.0002686832771656	0.0175057489045587	0.419066285047427	5.87346320845786	5.25404560828931	7.70656304564958	7.4298241786567	7.12357520326841
lincRNA:chr9:118241254-118292704_R	1.8429163442836	6.67948563316146	4.68812584246069	0.000270111664070997	0.017544829713814	0.413823465293324	5.54939604080021	5.5980756123824	7.65108930317569	6.95301022329234	7.64585698615666
CA8	-2.61825578889711	9.3475052131484	-4.68039034045665	0.000274341654078615	0.0177650902908705	0.398459044748279	10.9675400479605	10.8693773250128	9.0052132728885	6.82748430067277	9.06791111920739
TXNDC3	1.77139121799854	9.72960870389481	4.67439693278594	0.0002776656968151	0.017925521737987	0.386551050083077	8.74459621854111	8.58895172765027	10.6292882025851	10.1778765026938	10.5073308680037
ADCY1	-2.10077615937754	10.4668294425774	-4.6724387864577	0.000278760647386248	0.0179415097519873	0.382659801001136	11.7156471974484	11.7389430789595	10.1584289867187	8.73537684276508	9.98575110699552
lincRNA:chr3:177286803-177346072_R	1.91517586242435	5.32517153829566	4.66884421310859	0.000280782191066568	0.0180168572601048	0.375515721445014	3.93001109692208	4.42212094476002	6.53389798021781	5.58418053655073	6.15564713302767
GPX3	-1.96272085486292	10.5676999977399	-4.66223235038115	0.000284539973470465	0.018202821565671	0.362371841309947	11.8144769545741	11.6761880667413	10.2036091424621	9.08788039834215	10.05634542658
ADAMTS9	1.86269325413889	9.74881315785689	4.65936700006516	0.000286184446021288	0.0182528784472915	0.356674519329199	8.38215934265966	8.88023506808746	10.6127984554764	10.8062183566819	10.0626545663791
VENTXP1	-2.69062615510871	5.14671758300682	-4.65746926944319	0.000287278947325092	0.0182676627916181	0.352900758859518	7.12449864118977	6.39768791095432	3.0592024630903	5.53724250816963	3.61495639163006
PLG	2.21721863562244	10.2397971552499	4.63926105297855	0.000298001086012969	0.01889273352193	0.316676198010052	8.95247999499809	8.86645195275488	10.6627183065052	12.1852962937897	10.5320392282018
lincRNA:chr21:44785496-44786446_R	3.05240327737245	4.02849458341241	4.62927335548544	0.000304055850155342	0.019219052618028	0.296793584532544	2.79032585608147	1.6037793778964	4.65978621897708	4.07919400763594	7.00938745647114
CGA	-2.60949467901294	9.6498999182134	-4.61217316390183	0.000314716736209686	0.0198337109798813	0.262731812971239	11.2357845373278	11.1954089139145	9.60434214639854	7.13293030855845	9.08103368486767
C2orf40	-2.13185687556292	5.78076686908617	-4.60796128975563	0.000317400880306784	0.019891322440844	0.254338318326727	7.17091641606316	6.9488455727847	5.71205697576475	4.04605047995254	5.02596490086572
LOC645722	-1.87043265980947	11.3156003081053	-4.60779137131543	0.000317509656906979	0.019891322440844	0.253999669921669	12.5251626577516	12.3505571502303	10.9371411837436	9.99959849972644	10.7655420490744
LOC100506191	1.72077957137254	6.67888184706822	4.59125314080605	0.000328281823381854	0.020505509174368	0.221027067210431	5.69475259610701	5.5980756123824	7.49906902737464	7.17422011110971	7.42829188836737
SLC6A4	-1.74213688860869	6.86234182907775	-4.58909868087712	0.000329712435589881	0.0205342965400462	0.216729964730635	7.94230250286078	7.87294542162515	6.05656990170666	6.45487349162	5.98501782757617
C20orf195	-1.81745561946247	8.02442383080207	-4.58104354356345	0.000335118050440575	0.0208097499063906	0.200660404832189	9.27673897609097	8.95305542886814	7.75190784960534	6.98473244732893	7.15568445211699
LPAR1	-1.73495355868009	9.37358513520732	-4.56151083979855	0.000348606117506888	0.0215840191175683	0.161671209760606	10.4524764646709	10.3766380761598	8.57794324128162	8.97778368639981	8.48308420752442
PIR	1.68929338376466	11.7067204144422	4.5568956539432	0.000351873486226646	0.0216702597811713	0.152454236271705	10.7195766551238	10.666712113243	12.3621837761244	12.4404569261447	12.3446726015751
PTGER3	-1.74035509119995	5.427395146724	-4.55665350858738	0.00035204577873544	0.0216702597811713	0.151970600262583	6.49189816408303	6.4513182388049	4.97830161059157	4.41951489458145	4.79594282555903
ALOX5	1.78827408401286	8.699027395969	4.55095380607858	0.000356126299543824	0.0217847457116171	0.140585220970004	7.70708013123989	7.54504575988268	9.3338864603604	9.84089413327166	9.06823049509038
lincRNA:chr3:106549885-106564160_F	2.01625318735077	4.30059992285571	4.55011889246431	0.000356728082342892	0.0217847457116171	0.138917225675866	2.61266844463272	3.56902757625779	5.53724250816963	5.31873224457531	4.46532884064313
ZNF677	1.7971542198146	6.37514249779637	4.54975311174963	0.000356992054872781	0.0217847457116171	0.138186448949226	5.16876019811934	5.42493973369588	6.79808212248653	7.54790234022959	6.93602809445049
CCDC164	-1.7168786581797	6.74245351294023	-4.54317134354786	0.000361776231965243	0.0220132520455863	0.125035175604991	7.93961000873104	7.60555140696507	6.18435945535395	5.87785091249111	6.10489578116
AGT	-1.82035072993061	14.8630800560211	-4.53340916503312	0.000368993360335398	0.0223880641980001	0.105522565025463	15.9491546230503	15.9614263649086	14.4928354378338	13.5984060043682	14.3135778499446
ENST00000512874	-1.91034635380771	6.20107671447642	-4.53198883194914	0.000370055617711907	0.0223883648715704	0.102682970416749	7.47924520944001	7.21532384408208	6.03442304471105	4.83608973672203	5.44030173742692
IFI16	1.69695599317403	8.05082404784275	4.52059914970957	0.000378687857109569	0.0228453429467097	0.0799063879762949	7.19167113997771	6.87362976389895	8.79487938790883	8.6125773625404	8.78136258488786
ENST00000390444	1.71960723746416	4.16727104584875	4.50755391673651	0.000388828406191413	0.0233904588099522	0.0538065269708197	2.8856676270737	3.38534577966682	4.70888093412979	4.93288418921025	4.9235766991632
ORM1	2.25504676126037	9.75566556798359	4.5030562982621	0.00039238862269994	0.0235377594494936	0.0448049683436027	8.35786344153979	8.44741158091495	10.0697659361931	11.8419864391568	10.0613004421133
lincRNA:chr3:13093175-13147525_R	-1.87337138468739	7.28060413249862	-4.49732910381505	0.000396970461898703	0.0237453376573589	0.0333402607754723	8.41896645629079	8.39028747033133	6.98980875874943	5.87785091249111	6.72610706463047
CCNO	1.79451551055412	8.92252098014993	4.4946133306866	0.000399162211214388	0.023809182598492	0.0279029373546988	7.75263185993456	7.93899148770036	9.8863597331884	9.12621965316766	9.90840216675868
LINC00152	2.28812055752224	8.02008541726324	4.49089700769032	0.000402181521552533	0.0238633939067643	0.0204614681310291	6.58336312532921	6.71106304017059	8.61802776387352	10.1216154611054	8.06635769583752
VMO1	-1.69082039214017	7.86042018071915	-4.48941206003406	0.000403394482689827	0.0238633939067643	0.0174877516477121	9.07078191427834	8.67904291772817	7.11430816866281	7.26629186026322	7.17167604266323
LOC645166	1.67677340163614	11.894199469698	4.48934182127598	0.000403451948931363	0.0238633939067643	0.0173470892153436	11.0211106475292	10.7551602099035	12.4880218637935	12.6239785996695	12.5827260275944
PCDHGA3	1.78065511148796	7.52663549220534	4.47985343963923	0.000411292389133129	0.0242593769913482	-0.00165810440590519	6.7450244199283	6.17146043069684	8.47182350065816	7.85604123178101	8.38882787796241
ALB	2.41293858626706	13.2072785844783	4.47826428602328	0.000412620692805371	0.0242701199170937	-0.00484184019835876	11.8190873935509	11.6999434718852	13.4972745241695	15.5468384596268	13.473249073159
RNF186	1.86909487740473	8.99338502155645	4.4669861843971	0.000422174460265698	0.0247632803216791	-0.0274420208018045	7.83704143953543	7.90681475069179	9.9732372194366	9.06758049825948	10.1822511998589
SYTL2	1.77476172767686	11.0588593903026	4.46008894856527	0.000428128313751593	0.0250431410046685	-0.0412680605167788	9.91278068069963	10.0752240266933	12.0543725768168	11.2662819325796	11.9856377347235
METTL7A	1.93096764615623	7.79224074118012	4.4526431310297	0.000434652122941174	0.0253547071715685	-0.0561977159131706	6.81447797173957	6.45284233523318	8.37385895675175	9.30241630367346	8.01760813850263
A_33_P3299972	-2.22027558928023	4.147166826202	-4.44692156960576	0.000439734162116242	0.0254645130113676	-0.0676728129231901	6.36242713499296	4.59623722454732	2.68834056261225	3.41822073512892	3.67060847372855
C16orf54	-1.71524547838839	9.09249962326495	-4.44376388861378	0.000442564860681848	0.0254645130113676	-0.0740068409916042	10.2255957246309	10.0176980959651	8.65387148496407	8.51443533921019	8.05089747155452
PAGE3	3.33499922903325	5.49783512620091	4.4437380056117	0.000442588140246114	0.0254645130113676	-0.0740587629849596	3.22248664186441	3.77118453569752	9.02021323305462	5.20564906608863	6.26964215429939
MLN	-1.80185673567348	11.8250402310754	-4.44348108863182	0.000442819283138682	0.0254645130113676	-0.0745741479367448	12.9264614113463	12.8858471336126	11.4542220164163	10.5276146236634	11.3310559703381
ZNF253	2.01055165062953	5.69560361055498	4.44321891696646	0.000443055280733392	0.0254645130113676	-0.075100078905824	3.83349126577279	5.14505397458174	6.51528968042141	6.93606862567092	6.04811450632805
LOC642366	-2.06591223117356	9.59791977188063	-4.44244802487355	0.000443749955192191	0.0254645130113676	-0.076646560198613	10.926164177553	10.7487700436165	9.57020449275347	7.87449218552552	8.86996795995463
TFPI	1.65162836039303	9.84747597087849	4.43930948757615	0.000446589696894197	0.0255582076533368	-0.0829432011143876	8.83275492017614	8.88024298910921	10.6303404485534	10.4201259018792	10.4739155946745
HS3ST3A1	-2.02657929594468	5.22369346451725	-4.42856502020838	0.000456452639383613	0.0260522497006685	-0.104504471806759	5.79304282169611	7.08623926247201	4.01292633638268	4.97690652779381	4.24935237424166
DDX60L	1.68455365236055	7.45933331741633	4.42466211764991	0.000460090190736672	0.0261892736259383	-0.112338588990529	6.63870571981127	6.25849653218875	8.34465601791803	8.08495483755035	7.96985347961327
C4orf47	-1.66082966786472	6.63013796358161	-4.42096665618572	0.000463561699555625	0.0263161366972932	-0.119757311604749	7.67388238653694	7.57938914206395	6.02535452841608	6.11691700956372	5.75514675132738
MAB21L2	-1.72780946008894	7.06629330895459	-4.4122118982783	0.000471893078060327	0.0267076383555425	-0.137336511928368	7.88983458126114	8.31612338875476	6.01702449870847	6.45812635398352	6.65035772206504
MSRA	-1.70756685663108	10.4292383059415	-4.41108076707716	0.00047298060842165	0.0267076383555425	-0.139608167858581	11.5207383766485	11.3868184631919	9.99267347935628	9.36138647981561	9.88457473069543
LOC100131289	-2.28896021002449	3.16084096122065	-4.40888233680556	0.000475101625645487	0.0267560556463915	-0.144023539411669	4.78561009911335	4.28282407535733	2.31611551284301	3.28724463255812	1.13241048623143
DDIT4L	1.68698442426107	10.0143667575299	4.40604652875178	0.000477851931108611	0.0268395613825593	-0.149719527460068	8.96035861659649	9.04399358935005	10.4772287887605	11.02502979279	10.5652230001524
AKAP12	-1.66677372700842	8.25942023396231	-4.40353059532586	0.000480305616809191	0.0268701537146907	-0.154773481639426	9.30956716497338	9.20940177536134	7.7566444049432	7.32424754884784	7.69724027568578
SHC3	-1.7485236519058	5.98623243630521	-4.40288786036037	0.000480934510406978	0.0268701537146907	-0.156064663978598	7.37162591832622	6.69906733657117	5.60981268164308	5.12558197569978	5.12507426928582
FGA	2.07988692386422	9.97616294064633	4.39901816553131	0.000484738683583739	0.0270114253286465	-0.163839045070586	8.69471756108622	8.76174401156937	10.476313053067	11.82126303694	10.126777040569
C15orf48	-1.73229431558181	11.8707976050909	-4.39385088612264	0.000489866430505784	0.027225516183622	-0.174221923312689	12.9268537088885	12.8934946799914	11.5548996582631	10.7377006940808	11.2410392842306
KCNA5	-2.07108694587334	8.29144640452079	-4.34853906340824	0.000537272757121493	0.0297820697174021	-0.265345458444494	9.55914099732954	9.50905614676005	8.18850958677906	6.43950097025996	7.76102432147535
lincRNA:chr7:25978475-25989975_R	-1.65523793823985	11.2187248620898	-4.33628367611117	0.000550881530936274	0.0304567008291791	-0.290014235274271	12.1733678619592	12.2503673881082	10.7004945776432	10.2335885102186	10.7358059725198
STYK1	1.82259731877069	6.59836619105496	4.31789370116811	0.000571965165870864	0.0315400062169676	-0.327048801611545	5.66362940910885	5.34598619047625	7.86199163591817	6.68410122226727	7.43612249750428
SLCO2B1	1.81782537909555	9.3776822188525	4.31417513208524	0.000576327456837584	0.0316980101260671	-0.334539935105719	8.27450493412217	8.29946904866817	9.78610512013124	10.8107973528968	9.71753463844417
CCL14	1.60110145505097	7.93760152793049	4.31192458431892	0.000578984059993089	0.0317616255708644	-0.339074114428248	7.01786994210891	6.93601136769091	8.50342528235904	8.57496929926571	8.65573174822789
LRP1B	-1.66956150068254	5.71768129769582	-4.30480519083267	0.000587470475334745	0.0321359588039508	-0.353419554498479	6.85246593871387	6.58637045749682	5.35635655540249	4.70807303600209	5.08514050086383
XDH	1.60517637377557	8.67480642944572	4.30366355601675	0.000588843070410055	0.0321359588039508	-0.355720207052854	7.58104513571801	7.84235607464275	9.27206224322258	9.35808773538208	9.32048095826319
MYO1A	1.93049547764407	11.6814276377236	4.30072774485475	0.000592387847825363	0.032246305084067	-0.361636884838183	10.5534148337562	10.4928458685181	12.6732663471339	11.5954862575738	13.0921248816359
PDZD2	-1.725341252621	8.36428299310251	-4.29409758538109	0.000600473527532199	0.0326026331935752	-0.375000819024994	9.42165456852333	9.37732092082689	8.06910068751505	7.14747498748634	7.80586380116092
KIF25	1.60903994345775	5.69597791750763	4.28846629702679	0.000607429352894431	0.032831307235332	-0.386353411508116	4.68604437276029	4.77506353010567	6.27081038430772	6.54373433589299	6.20423696447148
AHSG	2.13511569380379	11.9159234576052	4.28666524953653	0.000609671313058465	0.032831307235332	-0.389984682761583	10.4472365317058	10.8224715509401	12.0455182407844	13.9068875523261	12.3575034122697
ENST00000390423	-1.69205125542473	5.9730645232353	-4.28597060191093	0.000610538268430259	0.032831307235332	-0.391385280872648	7.10198382020401	6.87460673277626	5.57529258462798	4.83608973672203	5.47734974184621
ERN2	1.84825150439967	6.71320325036016	4.28569135754104	0.000610887133446083	0.032831307235332	-0.391948321102549	5.69475259610701	5.51375209933371	6.91450119557177	7.2439038961941	8.19910646459421
NXT2	1.84324295076001	8.50948981745025	4.2819723764422	0.000615552738094371	0.032981168134674	-0.399447325690721	7.54583254546501	7.26125554852347	8.87768971800478	10.001078641088	8.86159263416999
ELMO1	1.60880115190198	10.2839746526557	4.27987943526253	0.000618194363599636	0.032981168134674	-0.403667907928585	9.32526906935761	9.31211885367134	10.939869913036	11.1188886436437	10.7237267835697
FAM201A	-1.66542243358462	5.62428687335575	-4.27975780977716	0.000618348229018444	0.032981168134674	-0.40391318304068	6.76375619924044	6.48332446777261	5.2229973372185	4.57909474182388	5.07226162072334
ENPP7	-1.70662891365893	5.18109877906044	-4.27513700370942	0.000624222891164578	0.0332108535688692	-0.413232316695954	6.36242713499296	6.04772511951865	4.89528840413257	4.55244403235156	4.04760920430648
ATP6V0A4	1.59493142751131	5.98721066743348	4.26708271574556	0.000634599001926516	0.0336782803653984	-0.429478883185048	5.05068903182512	5.00981459002828	6.52569699735501	6.80377950946468	6.54607320849433
KCTD8	-1.73095931339171	8.9834971890064	-4.26449665875779	0.000637967676329101	0.033733346384392	-0.434696068443978	9.94415104650968	10.0999945075732	8.86893515857282	7.99157685765066	8.01282837472566
ALDH1A1	-1.82975197439606	13.7941755631266	-4.26384244482075	0.000638822757975971	0.033733346384392	-0.436015956895551	14.8343130403394	14.9497404551891	13.568325462507	12.3183264494466	13.300172408151
KLHL30	1.83047524055496	4.8962937399043	4.25543568123326	0.000649915161938934	0.0342337153085993	-0.452978843534567	3.54607305342369	4.04994413771894	5.44799441408071	6.31589141146241	5.12156568283572
NR4A2	-1.73668377956183	12.8289453949391	-4.2369049858897	0.000675063629102515	0.0354701547053244	-0.490382911679599	13.854529474544	13.8873818508083	12.5617523347642	11.5339159157353	12.3071473988435
KRTAP19-2	-1.63560000215236	8.43481769053073	-4.23556942838552	0.000676913986316265	0.0354793407431854	-0.493079426200093	9.2637530691615	9.5686023144828	7.44768006063497	8.01991765603036	7.87413535234403
EFNB1	1.80746784140926	11.6295628740057	4.22012670335349	0.000698687989879548	0.0364341264793468	-0.524265256838588	10.5428669305567	10.5472974077636	11.9599249711291	13.1093481394863	11.9883769210929
PTPRH	1.62984512692899	9.17548432195108	4.2184707897419	0.000701064732452364	0.0364341264793468	-0.527610015708702	8.15418913907842	8.24096535250895	9.96205792742593	9.44765680398629	10.0725523867558
PROM1	1.57365323525185	10.4526659153393	4.21698658868393	0.000703202007120409	0.0364341264793468	-0.530608051875821	9.59884302327766	9.41810492509873	11.1921570609355	10.9722916599836	11.0819329074011
lincRNA:chr3:171506370-171528740_R	1.95502069795028	7.41312408032488	4.21696909173377	0.000703227242532423	0.0364341264793468	-0.530643395785893	6.31454961069376	6.16567371241567	7.99763266071054	9.12266282855673	7.46510158924772
AFM	1.78916119433738	5.74425162587662	4.21532732702266	0.000705599223594244	0.0364341264793468	-0.533959835397628	4.79939660508803	4.54211321346036	6.20676826345651	7.16500743692301	6.0079726104552
XG	1.6347689116895	7.51998487683789	4.2145489035295	0.000706726714404433	0.0364341264793468	-0.535532333486518	6.73900540362158	6.3392416560268	8.50462519429697	7.96298187452275	8.05407025572137
CLDN1	1.71281164206251	9.93106833479376	4.21423990782474	0.000707174780779765	0.0364341264793468	-0.536156545999209	8.97410721434012	8.83265548477239	10.4854603508063	11.174302031936	10.188816592114
GRK4	-1.62292640887651	7.29234686371406	-4.20382769234359	0.000722443454781458	0.0371304372694111	-0.557193372828522	8.11607035534217	8.41613506273777	6.95220465920086	6.3589714048247	6.6183528364648
PLP2	-1.97312066729644	7.93645119043535	-4.20258031537753	0.00072429499386889	0.0371354636687015	-0.559713928568494	9.18139398177236	9.05925319985407	7.94071787721919	6.20577054593643	7.29512034739471
SELV	1.60158423965258	6.79295123307552	4.20079998906551	0.000726945980213847	0.037181355388957	-0.563311537947824	6.05464896583674	5.60935241273119	7.39811999240742	7.6134409899045	7.28919380449773
ENST00000458685	2.92676872564688	7.16466803630933	4.19496165307756	0.000735708992743253	0.0375023239421951	-0.575110478113483	5.4671941400132	5.35001946182921	7.28833770672748	10.4131045295397	7.30468434343711
FAP	-1.61879039368881	4.34824686686015	-4.1942638744738	0.000736763483350798	0.0375023239421951	-0.576520757798639	5.64241623805315	4.99662596809372	3.78268918138393	3.68970077402382	3.62980217274612
MS4A15	1.61778788922569	5.07639557966113	4.1887906906981	0.000745088122407572	0.0378351102925188	-0.587583407090666	4.07766905531422	4.13377663693721	6.0963550305769	5.45314917740533	5.62102799807197
